,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value
Signaling by moderate kinase activity BRAF mutants,0.0765570875627924,0.037723358327224725,2.0382443714149807,0.03781889766734621,0.09612147895426781,0.0891052762175694,0.06480668290204314,0.05123749501913784,0.150717663581956,0.15303117621881868,0.000780073602809898
Paradoxical activation of RAF signaling by kinase inactive BRAF,0.0765570875627924,0.037723358327224725,2.0382443714149807,0.03781889766734621,0.09612147895426781,0.0891052762175694,0.06480668290204314,0.05123749501913784,0.150717663581956,0.15303117621881868,0.000780073602809898
Defective SLC3A1 causes cystinuria (CSNU),0.09989328710246237,0.12915954393555187,1.090032767357775,0.8568610588204573,0.003447693805655066,0.07662940087807073,0.06480668290204314,0.05337325042398132,0.039074679248526166,0.22679032450499353,0.0205705867406578
Defective SLC7A9 causes cystinuria (CSNU),0.09989328710246237,0.12915954393555187,1.090032767357775,0.8568610588204573,0.003447693805655066,0.07662940087807073,0.06480668290204314,0.05337325042398132,0.039074679248526166,0.22679032450499353,0.0205705867406578
Reversal of alkylation damage by DNA dioxygenases,1.6418543124794975,0.9562636891806283,0.052830128054873075,0.866358804333645,0.08923309996018136,0.16563330932578899,0.06480668290204314,0.05868925762185237,0.11729827520505984,0.1160478892101799,1.4211825658839458e-05
Ceramide signalling,1.5157558590479032,0.1788617192185716,0.17639800547108736,0.2924019238701858,0.09612147895426781,0.0544252812733126,0.06480668290204314,0.05720393461787741,0.01734078670414385,0.539439801153514,0.0205705867406578
mRNA decay by 5' to 3' exoribonuclease,0.8569913714522612,0.12743982506674215,0.06584756389987778,0.8623198484963127,0.1135873016027539,2.7871327439646594,0.06456361316587764,0.11884896373742233,0.16344236711866475,0.20905985349324643,0.0205705867406578
Metallothioneins bind metals,2.1779696437393796,0.033221248529200616,0.08756813557914782,0.14493925433675112,1.2050761033177733,0.40336781872449434,0.06456361316587764,0.0011907674331750283,0.06833653150247711,0.03271520917816115,0.007124279107210465
Cilium Assembly,0.018483462721509095,0.07158707672280544,2.6951741916578666,0.28648244586311206,0.23920480598207128,0.35819065396269867,0.0639151371970695,0.11540155457815698,0.0053601163814754734,0.010798831609938074,0.0205705867406578
Defective ABCC6 causes pseudoxanthoma elasticum (PXE),0.207702007990417,0.6275113441982112,0.1719650220967509,0.044491262030237864,0.042883502253188314,0.02326990265976139,0.06366844978193736,0.22166555981921987,0.021702046229167344,0.02429264708833769,0.0205705867406578
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,0.08029132133365037,0.10712700013531351,0.4662166141647111,0.0526441915523867,0.08546747968472271,0.015086041198811267,0.06293105960436653,0.05997487257637864,0.01734078670414385,0.39639501287513584,0.00448481198252406
Defective CP causes aceruloplasminemia (ACERULOP),0.1882630863179387,0.17433170627915973,0.06640428547112227,2.792170613147194,0.11097215726715728,1.3797885279030526,0.062393664080644486,0.030682395683755394,0.16861083452998016,0.006352796437133035,0.0205705867406578
Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),0.1882630863179387,0.17433170627915973,0.06640428547112227,2.792170613147194,0.11097215726715728,1.3797885279030526,0.062393664080644486,0.030682395683755394,0.16861083452998016,0.006352796437133035,0.0205705867406578
Activation and oligomerization of BAK protein,0.20964934246455805,0.07813874741595049,0.10384844579696334,0.1599007026363154,0.027198345647213473,0.14915125117849962,0.06238896792552776,0.20260097685380585,0.01463596456215758,0.11001584805379194,0.02016188346434391
Diseases of carbohydrate metabolism,0.26729279204632217,0.06509445657135693,1.8240814921422215,0.5517074880433701,0.17799191073688547,0.9659315178230682,0.06222028078193345,0.44309132189006245,0.03966664782335072,0.2473882388002892,0.0205705867406578
Synthesis of substrates in N-glycan biosythesis,0.23370015267819508,0.05688015790892889,1.5789208710716855,2.257707934059708,1.2817989654556252,4.2905008803719795,0.06195653030409543,0.05228582040795153,0.06391780198832335,2.1062577027461464,0.00448481198252406
Insulin effects increased synthesis of Xylulose-5-Phosphate,0.16224132318086573,0.6384094527580007,0.06382119428847337,2.699210313227339,0.5436672648968438,1.0295066377014697,0.06195653030409543,0.02644208087137238,1.0745147174678542,0.001382678827966951,0.0205705867406578
Aryl hydrocarbon receptor signalling,0.040274052234609246,0.25141576712624114,0.09167316141010358,0.26393033379574793,0.042883502253188314,0.15168767250938525,0.06195653030409543,0.005733590713796253,0.02835783206174029,0.00026359705695546483,0.007124279107210465
Cytokine Signaling in Immune system,0.43620482214880485,0.06403144418278542,1.2633163191303132,0.02222199319300761,1.1486714630941415,0.7941319802263784,0.06187573657645653,0.02292557544153728,0.02835783206174029,1.6623537499537846,0.0205705867406578
Biosynthesis of DPAn-6 SPMs,0.1924044962086882,0.10712700013531351,0.09800973198298325,0.013202566586804675,0.05727086279637806,0.11689363137095393,0.0612057315681842,0.2846001069567154,0.19993924406078176,0.13962582701390572,0.01618948511114512
Hydrolysis of LPC,0.3088563336215106,0.004723484962312019,0.5988998106410095,0.06744055516501028,0.3787465285281026,0.9251862839529197,0.060783194316635925,0.0018701336449172409,0.22031197157744567,0.001382678827966951,0.0205705867406578
Sema4D mediated inhibition of cell attachment and migration,0.08163132685916479,0.6711727010975181,0.9689338786018402,0.12226081707544287,0.010965951118341942,0.38245765453038183,0.060783194316635925,0.05868925762185237,0.010945985304358169,0.28299177241138324,0.01141088414359169
TLR3-mediated TICAM1-dependent programmed cell death,0.39556089303373454,0.0968658708897946,0.23545629326229042,0.32039671300142647,0.3098940351147704,0.13135651959627073,0.06067790124919329,0.14667268353073803,0.24137341564030018,0.05844979277920264,0.0205705867406578
Late endosomal microautophagy,0.3178087019077076,1.0559834400077919,0.3790907952504522,0.0935660706155527,0.01370901008153447,0.02236315505661629,0.060434746504494534,0.1850318644684236,0.038489046688155386,0.1615296221709841,0.0205705867406578
PI-3K cascade:FGFR4,0.01856300746380159,0.46682342954540496,0.03743666046925095,0.013202566586804675,0.15023331946371593,0.19022144304777788,0.060300645819390354,0.0019662535407544983,0.10900154583932704,0.11115124099077353,0.0033960572872650217
RNA Polymerase III Transcription Initiation From Type 3 Promoter,0.015256219628652071,0.016339349951540502,0.42032392703903126,0.07930372804504583,0.029342464197359815,0.00305922481659816,0.05977227183416091,0.005733590713796253,0.24992149918446094,0.05230213389112132,0.017856601285202563
MAPK family signaling cascades,0.0006463097635466046,0.007413917130708064,1.1499441838074136,0.1806096231248228,0.1606095431765933,0.13943654927663457,0.05967728343280004,0.10349107510447111,0.03966664782335072,0.010517097312103992,0.0205705867406578
Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD),0.15054137702318715,0.035204423679419734,0.25450818041590384,0.6621833121351501,0.027513519140315607,0.037074402884218566,0.05967728343280004,0.035931637038673955,0.10689595383738514,0.0871790529338077,1.4211825658839458e-05
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,0.01096798839178034,0.06132197667490672,0.1751778031515733,0.006015012116220682,0.07160120469450396,0.0037893616489279307,0.05967728343280004,0.007988302421787842,0.020084902398119418,0.14124836342002092,0.0205705867406578
Apoptotic execution phase,0.14663682685725354,0.03836359705615339,1.6354902586125393,0.015299220139496321,0.3721891113939826,1.610246979506798,0.05967728343280004,0.08991549765961408,0.039074679248526166,0.057794219630227954,0.02016188346434391
NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ,0.11829664816532938,0.03501413676383808,0.4796041214144529,0.05184359450436803,0.16097261282420502,0.0349153451458211,0.05967728343280004,0.0011907674331750283,0.010192009220456431,0.42749052725115383,0.0205705867406578
NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,0.0998327458248925,0.03836359705615339,0.5197410337273366,0.0444333960277262,0.16097261282420502,0.02326990265976139,0.05967728343280004,0.0029312849590641156,0.006433431982866255,0.3739167808134351,0.0205705867406578
Regulation of TNFR1 signaling,0.20839618721891703,0.3141314352687675,0.07822043108902224,0.004676516651840152,0.03621919633920691,0.43119804153074265,0.05967728343280004,0.007988302421787842,0.009721005174562734,0.1494313030061224,1.4211825658839458e-05
Insulin receptor signalling cascade,0.5656764578756776,0.40890305586766124,1.8236780006255238,0.04935723733725322,0.02194794392530275,0.23498718016502004,0.05967728343280004,0.14555914541528903,0.28609506162245885,0.13168644396871113,0.0205705867406578
EGFR interacts with phospholipase C-gamma,0.205501814713702,0.413179443667777,1.407577260163931,1.779014899225798,1.1346240034780026,2.8259629165047753,0.05967728343280004,0.14575070069132573,0.4273539389194555,1.213712211559506,0.0205705867406578
FRS-mediated FGFR1 signaling,0.015514608610247756,0.03178680868515603,1.0076969950581611,0.19651322104600313,0.03561443896734106,0.09368638241719592,0.05950868583946258,0.02905224502648331,0.011626100590121985,0.04486608432646572,0.0205705867406578
RNA Polymerase II Pre-transcription Events,0.4134909086517194,0.2089476853097641,0.37641369482707004,0.8280063675946512,0.09455972549265379,0.252336376935244,0.05950868583946258,0.035678407025491424,0.022468354643520934,0.02734788838247437,0.017856601285202563
LGI-ADAM interactions,0.11361051240331871,0.05241901819220178,0.4648014589192557,0.010484427856887007,0.0754509647730105,0.16018482448404667,0.058675725281165485,0.04208923566506834,0.19757121809454867,0.0014244878781679358,0.012721298471160766
L1CAM interactions,0.3770434041819036,0.17424074559847358,2.311050440223844,0.1293467692234217,0.3730128427875112,0.3931993299755235,0.057067272990644756,0.1666610224363549,0.005075179675261873,0.16844200949161964,0.0205705867406578
Activation of NMDA receptors and postsynaptic events,0.17829656605005872,0.30226374664450484,4.7208746559176715,0.6958341442240911,1.1486714630941415,3.625432971488811,0.05582519252240468,0.16615364292178603,2.2781158828402788,0.6974868150337379,0.0038621945007078656
Signalling to ERKs,0.27415140328421606,0.0006127419441028216,2.0024701495938233,0.09420967226598347,0.02194794392530275,0.07364433704554897,0.05582519252240468,0.2228586552593793,0.06833653150247711,0.40179632047084224,0.0205705867406578
RUNX3 regulates RUNX1-mediated transcription,0.10313822836397656,0.0006127419441028216,0.4940520678633452,0.07295871044359171,0.39035420405197324,0.35527158155086797,0.055809742049265254,0.030682395683755394,0.010624898713578874,0.5660181740934472,0.016437985437094994
PI-3K cascade:FGFR2,0.12074910153079511,0.1977950983731919,0.08588113212816399,0.015299220139496321,0.24737673942688243,0.21587882510599385,0.05500795539925824,0.008779263276148279,0.09630597423565128,0.151345242861097,0.00448481198252406
Activation of the phototransduction cascade,0.12749578383069696,0.11688286938162469,0.20699815062529733,0.00836713461634738,0.3493259960542865,0.20934293548445795,0.05453119978119623,0.11708200923977616,0.06576309676103143,0.5074465098464488,0.0205705867406578
TGFBR1 LBD Mutants in Cancer,1.972996716289258,0.5059127379934358,0.5677644119065445,0.19683443176472043,0.3098940351147704,0.15390805832945803,0.05421270549323114,0.07547975670809196,0.5597565975929231,0.22707950986747663,0.011572518879454664
Metabolism of vitamins and cofactors,0.6962016579326457,0.041634403417502144,3.86691346923897,0.04790399851947583,1.2817989654556252,1.35293277181611,0.05401237760745668,0.29084678300782646,1.1250354049131508,2.694818769202329,0.02016188346434391
MAPK targets/ Nuclear events mediated by MAP kinases,0.147954011053134,0.537192469646938,0.7148675938315124,0.06468882239810851,0.0754509647730105,0.12828894831293483,0.053978178152132524,0.14100856081640945,0.031930747263887276,0.12478120419295373,0.002278136627045644
Zinc efflux and compartmentalization by the SLC30 family,0.0662489594512515,0.20631460287658832,0.4207094701862079,0.1749770747993914,0.1288006191262535,0.07989240093136209,0.05372668968530108,0.09585813439465657,0.6035044903534438,0.7956940948087251,0.011572518879454664
Synthesis of IPs in the nucleus,0.24248340728215861,0.019664487957931458,0.8991319170827918,0.018809584884707582,0.05849475130307876,0.1641241093950599,0.053558069454382254,0.16182276061534803,0.5038158911316212,0.16686545059492827,0.0205705867406578
Toll Like Receptor 4 (TLR4) Cascade,0.18210499156368315,0.09242866452593226,1.3683935117055226,0.19683443176472043,0.2616408501648088,0.3824107429593008,0.05200308557803473,0.022941605769410314,0.017055125385196546,0.2837707806315264,0.007124279107210465
Disease,0.01096798839178034,0.0041415130067379066,0.5894415086324246,0.006033430838456407,0.05470771675538882,0.01105132976518262,0.05175250624529246,0.43064660904015023,0.07715099259865056,0.20606094232198974,0.0205705867406578
Downstream signaling of activated FGFR3,0.14065260697253998,0.2621668751827944,1.8236780006255238,0.08638142254751535,0.031584109380245355,0.19662951208118779,0.05175250624529246,0.27848504634517635,0.0021719036314468954,0.030915781641455656,0.013440343859558479
Synthesis of PIPs at the ER membrane,0.04291323254440451,0.06403144418278542,0.34201661160537666,0.08923723514296657,0.035242765060870374,0.3493322914691807,0.05049586286355903,0.03129677205777431,0.12279662699693365,0.11115124099077353,0.0205705867406578
Loss of MECP2 binding ability to the NCoR/SMRT complex,0.047498054828611413,0.06128980885775927,1.274329450598093,0.11982629981740248,0.042883502253188314,0.09740258804404862,0.05049586286355903,0.25843837548683674,1.53244627267159,0.03770573506686501,0.007124279107210465
MECP2 regulates transcription of genes involved in GABA signaling,0.017151030216179718,0.12907189291492424,0.003421377546818572,0.0904187839410088,0.09077272273535045,0.05473637029452742,0.05049586286355903,0.1684776194069005,0.15921504576015133,0.10298846358747833,0.02016188346434391
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",0.3274618398142816,0.01770560099620601,0.4912459377129722,0.026115960118080407,0.0063343591786294865,0.06037897159329755,0.05049586286355903,0.006597024143081328,0.07180435893200297,0.278788530701086,0.011572518879454664
Establishment of Sister Chromatid Cohesion,0.012580780876418307,0.08182325405885654,0.36280861310017376,0.041395515120784245,0.0014349646310368783,0.19368924952721397,0.05038664697323032,0.31647421123894565,0.4198988894704979,0.23849924831654967,0.0205705867406578
