,ER Status log adjusted q-value,PR Status log adjusted q-value,HER2 Status log adjusted q-value,Triple Neg log adjusted q-value
Cellular response to heat stress,0.04545165648918574,0.07337261059678095,0.1908572960147975,0.0736520563374795
DARPP-32 events,0.18518647825077164,0.5467841546188877,0.03996932297573097,0.0736520563374795
RNA Polymerase I Promoter Clearance,0.16118259120206166,0.07737466193023079,0.10672132044648347,0.07297334882466598
Rhesus blood group biosynthesis,0.27024154867914957,0.02038132223342905,0.019744361013030665,0.07297334882466598
Biosynthesis of DPAn-3-derived maresins,0.1311168955477243,0.15552952258018884,0.23096280582607617,0.07297334882466598
TCF dependent signaling in response to WNT,0.03351756561387249,0.09325195791392017,0.054898073435270076,0.07221785958093382
RNA Polymerase I Transcription,0.16000441211882122,0.07737466193023079,0.108012220432419,0.07086659420025813
Signaling by BMP,0.21313428655141664,0.5408884062077707,0.16371630145597216,0.07036153248182861
Synthesis of PIPs at the ER membrane,0.2214012336807361,0.5750044753863676,0.12708232144951026,0.07036153248182861
Josephin domain DUBs,0.04907820937659696,0.07900359868687476,0.01978232349431595,0.07036153248182861
Regulation of PTEN gene transcription,0.1064093076575566,0.11519726414347174,0.2617043589615579,0.07031270793931314
COPI-independent Golgi-to-ER retrograde traffic,0.798078158813749,0.1689773030910759,0.09547634179456904,0.07031270793931314
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,0.040528577211393704,0.37692027030476527,0.02308260068143876,0.07027188854970938
HATs acetylate histones,0.06436913959085136,0.4157335874079698,0.0059404920972837985,0.06940103475563819
Biosynthesis of DPAn-3-derived 13-series resolvins,0.12504551050391666,0.1592206631830656,0.23096280582607617,0.06879400911804236
Sterols are 12-hydroxylated by CYP8B1,0.14509971831983293,0.3780165328246995,0.11999043647863848,0.06879400911804236
Activated NTRK2 signals through PLCG1,0.5801692123155302,1.398734174189352,2.170081197163395,0.06879400911804236
Metalloprotease DUBs,0.01172504196958726,0.41717923044813465,0.06443679564030792,0.06879400911804236
Defective CHSY1 causes TPBS,0.042279441040927436,0.0738117283118659,0.2738556130793776,0.0686669854444444
Oligomerization of connexins into connexons,0.3611461511728853,2.5167670442394936,0.18704486851885097,0.06854671119994216
Transport of connexins along the secretory pathway,0.3611461511728853,2.5167670442394936,0.18704486851885097,0.06854671119994216
Melanin biosynthesis,0.011928462465460818,0.010933082205366327,0.4998215209883532,0.0678285230775048
Synthesis of dolichyl-phosphate-glucose,0.40061840456053244,0.36698541993962974,0.054898073435270076,0.0678285230775048
"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",0.1833683129841734,0.0023261024398799823,0.054898073435270076,0.0678285230775048
LGI-ADAM interactions,0.03404675610034242,0.03866927785406425,0.11658940122381316,0.06732383374428429
Regulation of FOXO transcriptional activity by acetylation,0.1669147885392226,0.0738117283118659,0.16065681214426317,0.06656121362643962
Condensation of Prophase Chromosomes,0.14177901256130598,0.2344083396411858,0.054898073435270076,0.06546977280592484
"SMAC, XIAP-regulated apoptotic response",0.49592574016847546,0.1921803246684503,0.618113265445284,0.0650949327436099
MECP2 regulates transcription factors,0.2772854165924769,0.35278958313571745,0.5152835762616615,0.0650949327436099
Calcineurin activates NFAT,0.09974629573276518,0.0925619253609124,0.09547634179456904,0.06484086519653812
Intra-Golgi and retrograde Golgi-to-ER traffic,0.1442357719382161,0.36256972825973305,0.12046195119747509,0.06465393901154051
Heme degradation,0.04060864709118646,0.057864541405360334,0.1734618151053512,0.06342277954917322
Mitochondrial biogenesis,0.17055162720287428,0.13265973916979404,0.41939464322859293,0.06270614729116752
Rap1 signalling,0.29009590916188865,0.4854837245149835,0.11251922828354155,0.06270614729116752
Cellular responses to stress,0.22952576851944692,0.5491641844703192,0.03888365505305225,0.06099506814205192
Displacement of DNA glycosylase by APEX1,0.21744140800261974,0.09595427764937248,0.054898073435270076,0.06052357290721347
Zinc transporters,0.4341179615005181,0.25041924626058326,0.33028049130513726,0.06006370452716658
Nucleotide Excision Repair,0.05299554142176469,0.0833665382214153,0.10312047769175728,0.05884068798863228
Activation of anterior HOX genes in hindbrain development during early embryogenesis,0.08757371603086847,0.35096254023679263,0.019744361013030665,0.05884068798863228
Activation of HOX genes during differentiation,0.08757371603086847,0.35096254023679263,0.019744361013030665,0.05884068798863228
TRIF(TICAM1)-mediated TLR4 signaling ,0.052604557684568246,0.07337261059678095,0.2810346837055603,0.05600992200806759
MyD88-independent TLR4 cascade ,0.052604557684568246,0.07337261059678095,0.2810346837055603,0.05600992200806759
ALKBH3 mediated reversal of alkylation damage,0.5059091559360417,1.4108958226218142,0.7761332698868426,0.05450399327986801
Gene Silencing by RNA,0.07883137674524417,0.5598287787459343,0.014777417145070281,0.05450399327986801
Organic anion transporters,0.4750421080928504,0.15289009839495823,0.1267659073290159,0.05346627208238055
Degradation of cysteine and homocysteine,0.28242116084356345,0.05462901934977374,0.9489810733316509,0.0530870123934227
Biosynthesis of DPAn-3-derived protectins and resolvins,0.10280744913499368,0.1652239004902012,0.2042921494430769,0.051448399087648714
Chaperone Mediated Autophagy,0.04924554410269114,0.057864541405360334,0.25545923670658954,0.051448399087648714
Interleukin-36 pathway,0.07868726224727424,0.287335905256389,0.10285310805972088,0.051448399087648714
TRAF6 mediated IRF7 activation,0.1770306193109101,0.28352202881083993,0.09360486785738292,0.051448399087648714
Protein repair,0.27682745141280146,0.1236618984686445,0.9751812831998461,0.0513291561261563
NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,0.153256291670094,0.024884016685716725,0.04554426295826246,0.049730349199393696
COPII-mediated vesicle transport,0.20688637470031782,0.3938444758492753,0.08350448088166486,0.049716689676748846
IRF3 mediated activation of type 1 IFN,0.3279830927753564,0.0512265296515936,0.14028416726175152,0.04840787749730094
Miscellaneous substrates,0.012002640041813648,0.07481292941240308,0.02412645089079302,0.04840787749730094
Adenosine P1 receptors,0.24414010160685556,0.2500807852002577,0.2932883245410247,0.04840787749730094
Suppression of phagosomal maturation,0.12504551050391666,0.2536917554363811,0.14962063341235035,0.04769822939756148
RORA activates gene expression,0.11119073791114623,0.38556749595096557,0.054898073435270076,0.04769822939756148
Modulation by Mtb of host immune system,0.03620762150833051,0.08985796031874053,0.18109239428949966,0.04769822939756148
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,0.014702696961917009,0.49217347828038444,0.026487036075168446,0.04763246323019141
PKMTs methylate histone lysines,0.11570420451305258,0.7539024370838948,0.008934838492231912,0.04707818511858631
Activation of gene expression by SREBF (SREBP),1.6120326551313697,1.2992581357519466,6.478522452142606,0.04707818511858631
SDK interactions,0.20844368597690974,0.3951214822680831,0.048923064075715256,0.04707818511858631
RHO GTPases activate PKNs,0.015277290326881332,0.6023535503578837,0.04456367299287836,0.046838918412526485
ChREBP activates metabolic gene expression,0.10280744913499368,0.05294741203551496,0.06545475795899763,0.04656635617621977
Amyloid fiber formation,0.018740906349346734,0.37402265073927643,0.02308260068143876,0.04463447599280137
Axonal growth stimulation,0.05908920212040136,0.09000579261403643,0.1609185390032338,0.04435594148164862
ADP signalling through P2Y purinoceptor 1,0.06870983745273275,0.1534835739553894,0.02113323068299675,0.04355336439675294
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,0.1110525902241662,0.24840850701753533,0.0059404920972837985,0.04355336439675294
Biosynthesis of maresins,0.008031077375916677,0.1921803246684503,0.17707311063817932,0.04355336439675294
Chylomicron remodeling,0.22319577851683955,0.054768572352086015,0.07415266118968508,0.04355336439675294
NADE modulates death signalling,0.22316972725628967,0.09672313149879841,0.1746785115454542,0.042794940026878385
Citric acid cycle (TCA cycle),0.16484819265725434,0.35383724374279524,0.06411755052905795,0.04274268674646519
Protein localization,0.24451307640225128,0.169747481215308,0.009435592323640947,0.04173579334876953
Nef Mediated CD8 Down-regulation,0.07868726224727424,0.2822385696540151,0.054898073435270076,0.039841064015550695
Mitochondrial transcription initiation,0.1480831781099459,0.15955014260299263,0.16692560837055892,0.039841064015550695
Signaling by NTRKs,0.07934605732113181,0.12802844394903798,0.12979112667699758,0.039841064015550695
Localization of the PINCH-ILK-PARVIN complex to focal adhesions,0.01172504196958726,0.6814959292819799,0.054898073435270076,0.0387520313260925
RNA Polymerase II Transcription,0.08845392098115289,0.1622165141703488,0.6434237067352176,0.03772024597064678
PKA-mediated phosphorylation of key metabolic factors,0.22795315233287847,0.02038132223342905,0.04473863289379828,0.03749389889457685
Regulation of TP53 Activity through Acetylation,0.21890704927888213,0.2298949046260875,0.06766240231174535,0.03749389889457685
RMTs methylate histone arginines,0.09370072527235364,0.2844117781453792,0.054898073435270076,0.03709507500619584
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,0.07868726224727424,0.39911715440118667,0.018038171468953496,0.036464955897155225
Gamma-carboxylation of protein precursors,0.048716701330327725,0.06917131978804368,0.04473863289379828,0.035907294070191546
Glycogen storage diseases,0.002334169142634163,0.00484412706381111,0.06057442108382581,0.03567183407114642
Cellular responses to external stimuli,0.18852483048358737,0.391372254039014,0.04473863289379828,0.03567183407114642
Keratan sulfate/keratin metabolism,0.28355371867219636,0.12155268110362621,0.006667307257160602,0.03553931464433707
Establishment of Sister Chromatid Cohesion,0.40204991272272533,0.43712099819987377,0.36282310246906646,0.03553931464433707
STING mediated induction of host immune responses,0.002382509481403648,0.3575408941090735,0.1267659073290159,0.03553931464433707
SIRT1 negatively regulates rRNA expression,0.0020003751951027625,0.5108312242873466,0.02772813139449135,0.03553931464433707
Inositol transporters,1.3673167042461825,0.733514904878543,1.2839799579806934,0.03553931464433707
Resistance of ERBB2 KD mutants to osimertinib,0.2639454398252079,0.24923410286826106,0.19590954503158126,0.03553931464433707
Resistance of ERBB2 KD mutants to sapitinib,0.2639454398252079,0.24923410286826106,0.19590954503158126,0.03553931464433707
Resistance of ERBB2 KD mutants to afatinib,0.2639454398252079,0.24923410286826106,0.19590954503158126,0.03553931464433707
Resistance of ERBB2 KD mutants to AEE788,0.2639454398252079,0.24923410286826106,0.19590954503158126,0.03553931464433707
Resistance of ERBB2 KD mutants to trastuzumab,0.2639454398252079,0.24923410286826106,0.19590954503158126,0.03553931464433707
Drug-mediated inhibition of ERBB2 signaling,0.2639454398252079,0.24923410286826106,0.19590954503158126,0.03553931464433707
Resistance of ERBB2 KD mutants to lapatinib,0.2639454398252079,0.24923410286826106,0.19590954503158126,0.03553931464433707
Resistance of ERBB2 KD mutants to neratinib,0.2639454398252079,0.24923410286826106,0.19590954503158126,0.03553931464433707
Resistance of ERBB2 KD mutants to tesevatinib,0.2639454398252079,0.24923410286826106,0.19590954503158126,0.03553931464433707
Drug resistance in ERBB2 KD mutants,0.2639454398252079,0.24923410286826106,0.19590954503158126,0.03553931464433707
Signaling by NTRK1 (TRKA),0.021310215383316206,0.1622165141703488,0.3121957850037071,0.034904848237766885
PRC2 methylates histones and DNA,0.0008453046291165212,0.5436608184424241,0.03405021436505504,0.034904848237766885
Scavenging by Class B Receptors,0.03493106349982914,0.09121302423516311,0.052378647958150046,0.03465325233725305
Transcriptional Regulation by E2F6,0.02168086456617778,0.037114427810216705,0.13975772503982278,0.034612685746014164
Deadenylation-dependent mRNA decay,0.23041259990429347,0.3266745367900343,0.06545475795899763,0.03408097020013857
Elastic fibre formation,0.03891259834423058,0.051022712159681335,0.07663023475089577,0.033725080073693105
RNA Polymerase I Promoter Opening,0.002334169142634163,0.703766615791541,0.031945173322562886,0.0332551969176007
Abacavir transmembrane transport,0.01490732277019102,0.07337261059678095,0.07155384293278369,0.033048506125009536
MET activates RAS signaling,0.02580193716059152,0.03910104474615573,0.1734618151053512,0.03294903327791391
vRNP Assembly,0.13461422578581464,0.03205100129739546,0.0006534144020287503,0.03271224781041144
Transcription from mitochondrial promoters,0.11237021122767607,0.12367908384783977,0.13737878390441077,0.032698547049250404
"Sodium-coupled sulphate, di- and tri-carboxylate transporters",0.1588826527592721,0.591578052593571,0.15145053581223697,0.032649144525034694
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,0.0019377114359883055,0.7820196408982871,0.0417534582597013,0.032649144525034694
Defective Mismatch Repair Associated With MSH6,0.12153943006039457,0.041750694606278616,0.03887570553955751,0.03217235321828452
Transcriptional regulation of pluripotent stem cells,0.03734164125516214,0.2298949046260875,0.048923064075715256,0.03178856495538933
Axon guidance,0.04519391198701279,0.2586820401161809,0.04497641612566415,0.03111799155187887
DNA methylation,0.005460491341712219,0.7800093206342159,0.03405021436505504,0.03079397892099267
FGFR1b ligand binding and activation,0.41156871625928787,0.07476353352706237,1.0147916880513939,0.03079397892099267
Utilization of Ketone Bodies,0.1669147885392226,0.10498100480489395,0.20700654555282616,0.030220662897307404
NRIF signals cell death from the nucleus,0.2573795908696884,0.29575983331568884,0.13392229660795937,0.030220662897307404
