,LumA log adjusted q-value,LumB log adjusted q-value,Her2 log adjusted q-value,Normal log adjusted q-value,Basal log adjusted q-value,claudin-low log adjusted q-value,NC log adjusted q-value
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,0.3198706738011242,1.1957209721612054,0.7819888735742229,1.1407716292848529,0.36576176048005177,2.3001110064695283,0.4434090002226937
Receptor Mediated Mitophagy,0.3198706738011242,0.36635055077698886,0.3651377739360133,0.3650347392099042,0.5177081312205959,0.3573559819399767,1.0365556694160842
NGF processing,0.31957656292349435,1.9421060230542748,0.35938923169648856,0.9039326937908001,0.3870252422407141,2.8390005753439618,0.3091523091722301
Expression and Processing of Neurotrophins,0.31957656292349435,1.9421060230542748,0.35938923169648856,0.9039326937908001,0.3870252422407141,2.8393312511375535,0.3091523091722301
Downstream signaling of activated FGFR1,0.3191395263838918,0.47532733392265897,0.3367240286147775,0.33076588586426786,0.3158895197454279,1.3769681683716313,1.1802678253465058
FOXO-mediated transcription of cell death genes,0.3188135995295023,0.7658076578168936,0.3444874793529721,1.0985893782237481,0.33804346695012677,3.3857104829392624,2.1471391213934297
Defensins,0.31847638488536817,0.307809407982239,0.45486392060093767,0.34028249669006744,0.4100207839026664,1.5233253777025741,0.7742828025928766
PKMTs methylate histone lysines,0.31847638488536817,1.2346109249288977,0.7688198245795346,0.31542259014275525,0.30342092815450644,1.980494566418773,0.30278431678447215
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),0.31806764108344293,2.232500285816241,0.4411539909498909,1.3664000391009103,0.48733014340580005,16.41356137497849,0.734698458011336
Inhibition of replication initiation of damaged DNA by RB1/E2F1,0.3178096546467328,0.5465566780914427,2.01654432677042,0.3426994412426129,0.3644539180528775,0.32892721190259167,0.4137705627970488
Sodium/Calcium exchangers,0.3178096546467328,0.9135896105448859,0.5228663712255649,0.5467149732186432,0.33379040007710525,0.46753677669802063,0.41045368696769297
Cellular responses to external stimuli,0.3178096546467328,0.49070184648519655,1.601152766557623,0.5469572720316332,0.3617776672131687,0.38388225758246824,0.6395205159712435
Defects in biotin (Btn) metabolism,0.3178096546467328,0.5826614062625122,0.40028681120477505,0.3612650528179414,0.3933625161353677,6.573065791685223,0.6399609474705866
Eicosanoid ligand-binding receptors,0.3178096546467328,0.35647002589378085,0.31884071297397054,0.31413695775263856,0.42417115787331394,1.9495406890922917,0.7351903114956307
Multifunctional anion exchangers,0.3178096546467328,0.4865631200748303,0.5775545712942423,0.42360907238787215,0.32609104482748225,1.8232064462908848,0.3483715867626762
Regulation of the apoptosome activity,0.3178096546467328,0.4107316574352216,1.0426019437787721,0.3422103115192674,0.3138617438026591,0.7002998938872984,0.30278431678447215
Formation of apoptosome,0.3178096546467328,0.4096490938308899,1.039322751452215,0.3422103115192674,0.3138617438026591,0.7075356221215751,0.30278431678447215
FGFRL1 modulation of FGFR1 signaling,0.3178096546467328,0.5797636634000874,0.30393187118877896,0.3535491095703262,0.39247399808264133,1.9445458082664675,0.5470167074337795
RHO GTPases activate PAKs,0.3178096546467328,2.351020923608807,0.37298008040741326,5.33215902064391,0.4568434061507975,0.7411541964199123,0.6198364395857607
DSCAM interactions,0.3178096546467328,0.4627309951511139,0.3615925788040158,0.31841077660680056,0.4120585167853063,0.47659566289237426,0.3651055559896486
Myogenesis,0.3178096546467328,0.35591495968525594,0.7705735486992861,0.772413119113297,0.35570713755704136,1.4172666075362905,0.3700204790529201
Interleukin-17 signaling,0.3178096546467328,0.4165866033279961,0.8188734687056769,0.3902288322249644,0.40189089781545845,1.9445458082664675,0.835661366585595
AMPK inhibits chREBP transcriptional activation activity,0.3178096546467328,1.6576152618911641,0.4411539909498909,0.34500762465330675,0.3644539180528775,1.391584353738232,0.41045368696769297
Assembly of active LPL and LIPC lipase complexes,0.3178096546467328,1.2043563049899253,1.0075611920329564,1.9301964102363356,0.3619478562235732,4.033560946045852,0.42173254029793444
SHC-mediated cascade:FGFR4,0.3178096546467328,0.6610639114869609,0.976741200736459,0.3092279906949453,0.32105703697341575,1.8124212460462898,0.692352582753063
WNT mediated activation of DVL,0.3171916036515206,0.40646731644774803,0.3876373484933439,0.3479099438227832,0.5217644889734163,0.5642915410678405,0.8773674832437431
WNT5A-dependent internalization of FZD4,0.3171371905738575,0.4428091026226384,0.635581851585902,0.3731529434224176,0.30342884933290815,5.098573277974738,0.6776139746119559
Downstream signaling of activated FGFR3,0.3171371905738575,0.4689358402626867,0.3741425744273983,0.3650347392099042,0.3254196115175509,3.3099368299032133,0.3076442190334023
Inhibition of TSC complex formation by PKB,0.31689218925525586,0.44227409954858976,0.3615925788040158,0.35678538264209236,0.3579344012903948,0.8554717383817309,1.2625015720588277
Axon guidance,0.31689218925525586,0.40594021400370056,1.601152766557623,0.3283690883438442,0.3579344012903948,0.5368030800131118,0.444227232571397
Signaling by NTRKs,0.31689218925525586,0.3988171647970603,0.8147319725292829,0.3210783391967535,0.5503497218524097,1.8030013572426058,0.8562355265640327
RNA Polymerase III Transcription Initiation From Type 3 Promoter,0.31689218925525586,0.3814224132317699,0.707157768509274,0.33076588586426786,0.5371377503772764,1.4427549152756105,1.2084360044742297
DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,0.31689218925525586,0.3088724561369422,0.3367240286147775,0.31775489038057303,0.3748719026145213,0.31882737797729344,0.4585734320698095
Toxicity of botulinum toxin type C (BoNT/C),0.31689218925525586,0.7625117359403885,0.5303713047890765,0.43876316452186465,0.46604273744907515,0.4600149902735124,0.7194306958887641
Signaling by FGFR3 in disease,0.31689218925525586,0.4788365094295219,0.5335301808051016,0.3437038982314047,0.3617776672131687,3.591179944838886,0.30278431678447215
Condensation of Prophase Chromosomes,0.31689218925525586,1.7662553138583998,0.3447024708471878,0.381286602714613,0.4634464865602094,0.5776869139139438,0.3053571718161827
Signaling by FGFR3 point mutants in cancer,0.31689218925525586,0.4788365094295219,0.5344971012727258,0.3437038982314047,0.3612772049304231,3.532618051125457,0.30278431678447215
Synthesis of dolichyl-phosphate-glucose,0.31689218925525586,0.3586028553859912,0.3660986862015886,0.38015955186629596,0.30835341746858486,0.3206775846649617,0.37882626502286243
Acyl chain remodeling of CL,0.31689218925525586,0.5907663399306763,0.5598419159187361,0.6648136843416197,0.739393302600276,1.5029754456163777,1.0160871335774175
G beta:gamma signalling through CDC42,0.31689218925525586,0.40596059726907974,1.3171776056469922,0.31406405192142334,0.44791025995972467,3.611502443531449,0.3214871804476803
Electric Transmission Across Gap Junctions,0.31689218925525586,0.5471840327551817,0.31068345314957013,0.33076588586426786,0.3143301276532784,1.6858110049019526,0.734698458011336
Transmission across Electrical Synapses ,0.31689218925525586,0.5471840327551817,0.3103652035944534,0.33076588586426786,0.3143301276532784,1.6858110049019526,0.734698458011336
Phosphorylation of CD3 and TCR zeta chains,0.3164558579088918,0.44958607382897975,0.30285818257052505,0.5467149732186432,0.4412134958261157,10.985180881522483,0.5430685835794447
Pre-NOTCH Processing in the Endoplasmic Reticulum,0.3164558579088918,1.9421060230542748,0.33120760370339963,1.4542586741991295,0.5217644889734163,0.5134279430402816,0.39891270188077427
Fructose catabolism,0.3162071208351668,0.31697142057349836,0.3595351099580782,0.31406405192142334,0.38567072217427195,5.775488207908709,0.48660916268601395
RNA Polymerase I Transcription Termination,0.3157958218544975,0.8142751406557339,1.1258832468263729,0.42396556574071853,0.37354047805635504,0.3870450312293541,0.39891270188077427
"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)",0.3157958218544975,1.6249020261081542,0.45644163669806614,0.6092027054923397,0.3853751612426902,5.092620505061867,0.8562355265640327
SHC-mediated cascade:FGFR1,0.315586029371464,0.5471840327551817,0.31884071297397054,0.31192115786447305,0.3062477324990988,1.4967228785006002,0.6874754667424066
RNA Polymerase III Transcription Initiation,0.315586029371464,0.34832102718005886,0.6599752341915829,0.31530666513839,0.33123806175223114,2.0783476651432644,1.0412053551645464
Formation of ATP by chemiosmotic coupling,0.315586029371464,1.1836221177273651,0.33220921749873183,0.39542275783633035,0.4568434061507975,2.593022610437758,0.4133626817530916
Fertilization,0.31536601975130346,0.34832102718005886,9.46548101638579,0.3255019865854036,0.34020008896877285,0.5742594665973735,0.480852194465206
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.31520821930284676,1.4812531704647378,0.7705735486992861,0.9518114337812912,0.3579344012903948,5.744377699429563,1.418728533617668
Events associated with phagocytolytic activity of PMN cells,0.31520821930284676,0.42910731206928376,0.3444874793529721,0.34477891161553503,0.30342092815450644,0.3870450312293541,0.8140054399185972
VLDL clearance,0.31520821930284676,0.4057684758553453,0.305213053589809,0.5363849634991549,0.3254196115175509,0.6295220011017649,1.3642331763555644
Insulin receptor signalling cascade,0.31484311023701583,0.47968867177869756,3.0114869818417134,0.43876316452186465,0.3125328121885389,4.022466689134275,0.324259347406369
Defects in vitamin and cofactor metabolism,0.314046029109574,0.44227409954858976,0.9554868026800502,0.48142100872298954,0.4412134958261157,10.51109241283042,0.8829231657563248
Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD),0.314046029109574,0.5440753701415803,0.8452486176584844,0.31415913241854393,0.32105703697341575,0.577877386981101,0.9165683407864283
Sema4D in semaphorin signaling,0.314046029109574,1.9876163820754627,0.5053269722459036,3.5875245321793443,0.61814860004059,0.9402984337888468,1.0097839527074002
Cytosolic sensors of pathogen-associated DNA ,0.314046029109574,0.31211243572932124,0.976741200736459,0.3340104059950297,0.3470125787733673,0.34511694340522453,1.1847354991029941
Metalloprotease DUBs,0.314046029109574,1.667319292344096,0.36462496992449495,0.3520082012391716,0.5146488822260342,1.8472554597991866,0.32438060952609443
"Unblocking of NMDA receptors, glutamate binding and activation",0.314046029109574,0.3639215042559732,0.4140132686928241,0.4131183985196884,0.3089813255802084,3.16250251019989,0.8773674832437431
Presynaptic nicotinic acetylcholine receptors,0.314046029109574,0.36278270997328815,0.42930046667704547,0.31530666513839,0.45761720655478505,0.32293185657813095,0.4324237702029989
NOTCH4 Activation and Transmission of Signal to the Nucleus,0.314046029109574,1.9223814449351928,0.7140537164895193,2.0846844614916122,0.38915376503645654,1.9112036928968295,0.3959542352963391
Signalling to ERKs,0.314046029109574,0.6397032919655772,0.3607195588251218,0.3902288322249644,0.3870252422407141,0.32160179828825863,0.7298752823823502
Nuclear Events (kinase and transcription factor activation),0.314046029109574,0.32290529193603407,0.474749532786359,0.4035069447093348,0.36576176048005177,1.3854289095068035,0.8562355265640327
Frs2-mediated activation,0.314046029109574,1.1798413414031954,0.49914627379475,0.33926954073096355,0.42530782742938994,1.0339180102027716,0.5916369242702432
MAP kinase activation,0.314046029109574,0.5180663835710579,0.7705735486992861,0.3650347392099042,0.39747173130224506,0.5368030800131118,0.8040395211129735
Interactions of Tat with host cellular proteins,0.314046029109574,0.46892653753405883,0.3124302997912277,0.403792041877059,0.3573383590521438,0.5482058020840839,0.5462410890123066
Mitochondrial calcium ion transport,0.314046029109574,0.3984289558542966,0.3367240286147775,0.5141087819343777,0.3929092371858203,0.3279672117751668,0.31031508181378964
MECP2 regulates transcription of neuronal ligands,0.314046029109574,1.1927360947461463,0.3419623363097847,2.119349165105223,0.38136286986992535,1.5754174267719205,2.5641530598018263
SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ,0.314046029109574,0.337915961179589,1.8750785769727372,0.3443190357076741,0.4922774409171271,0.45938485834326925,2.2247424807542777
SMAC (DIABLO) binds to IAPs ,0.314046029109574,0.337915961179589,1.8750785769727372,0.3443190357076741,0.4922774409171271,0.4600835668492083,2.2247424807542777
PLC-gamma1 signalling,0.314046029109574,0.3678618516057002,0.6608470398594108,0.7152390611646171,0.4935583566177032,0.4596622193165862,0.5338467787515749
mRNA Capping,0.314046029109574,0.7840753180362913,0.8471989334689757,0.4023593491201172,1.8917009948752788,0.5947113871059204,0.3369517449521368
Synthesis of bile acids and bile salts,0.314046029109574,2.0363088110652465,0.3660986862015886,1.4463398529427696,0.35725739445637267,5.888889081774395,0.4074619331784924
RNA Polymerase I Promoter Clearance,0.314046029109574,2.025681326627676,0.645631145795111,0.3714285875430031,0.32609104482748225,0.3385377152737689,0.35635693624465004
Degradation of GABA,0.314046029109574,1.1350276433488258,1.5216496922536402,0.33196450852032977,0.3388654879043817,0.42082239860568266,0.6453450398202556
Glycogen breakdown (glycogenolysis),0.314046029109574,0.5519775888320267,0.7314406024916102,0.5249329557053981,0.4922774409171271,2.665026193175166,1.0502295147324752
"Synthesis And Processing Of GAG, GAGPOL Polyproteins",0.314046029109574,1.0291225946186895,0.5318081007943962,0.37441782925699635,0.49540097227557045,7.539506135179759,0.7894561349494562
Membrane binding and targetting of GAG proteins,0.314046029109574,1.0291225946186895,0.5324872435739907,0.37441782925699635,0.49540097227557045,7.539506135179759,0.7894561349494562
Toxicity of botulinum toxin type B (BoNT/B),0.314046029109574,0.7888652596954745,0.46010204466670207,0.3731529434224176,0.31961887078860557,1.0630980291554577,0.30305538230777834
Type II Na+/Pi cotransporters,0.314046029109574,0.5098760850672088,0.33650122867552823,0.35023179073078337,0.5102964310686829,1.9685093810026952,1.5747684381852902
Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4),0.314046029109574,0.3288714815669623,0.45697236921912715,0.40586173887719246,0.4568434061507975,7.64888517026757,1.0412053551645464
Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5),0.314046029109574,0.3288714815669623,0.45697236921912715,0.40586173887719246,0.4568434061507975,7.64888517026757,1.0412053551645464
FRS-mediated FGFR1 signaling,0.314046029109574,0.7223072136687092,0.3439284429124492,0.33076588586426786,0.33123806175223114,0.707740191231959,0.6044708081313795
